|Id|4.x result|5.x result|4.x vs 5.x|5.x fix result|4.x vs 5.x fix|
|*35637|not applicable|Not applicable|✅|Not applicable|✅|
|35638|not applicable|Not applicable|✅|Not applicable|✅|
|*35639|not applicable|Not applicable|✅|Not applicable|✅|
|35640|failed|Failed|✅|Failed|✅|
|*35641|failed|Failed|✅|Failed|✅|
|*35642|failed|Failed|✅|Failed|✅|
|*35643|not applicable|Not applicable|✅|Not applicable|✅|
|*35644|not applicable|Not applicable|✅|Not applicable|✅|
|35645|not applicable|Not applicable|✅|Not applicable|✅|
|*35646|not applicable|Not applicable|✅|Not applicable|✅|
|35647|not applicable|Not applicable|✅|Not applicable|✅|
|35648|not applicable|Not applicable|✅|Not applicable|✅|
|35649|not applicable|Not applicable|✅|Not applicable|✅|
|35650|not applicable|Not applicable|✅|Not applicable|✅|
|35651|not applicable|Not applicable|✅|Not applicable|✅|
|35652|not applicable|Not applicable|✅|Not applicable|✅|
|35653|not applicable|Not applicable|✅|Not applicable|✅|
|*35654|not applicable|Not applicable|✅|Not applicable|✅|
|35655|not applicable|Not applicable|✅|Not applicable|✅|
|35656|not applicable|Not applicable|✅|Not applicable|✅|
|35657|not applicable|Not applicable|✅|Not applicable|✅|
|35658|not applicable|Not applicable|✅|Not applicable|✅|
|35659|not applicable|Not applicable|✅|Not applicable|✅|
|35660|not applicable|Not applicable|✅|Not applicable|✅|
|35661|not applicable|Not applicable|✅|Not applicable|✅|
|35662|passed|Passed|✅|Passed|✅|
|*35663|passed|Passed|✅|Passed|✅|
|*35664|failed|Failed|✅|Failed|✅|
|*35665|passed|Passed|✅|Passed|✅|
|*35666|passed|Passed|✅|Passed|✅|
|*35667|passed|Passed|✅|Passed|✅|
|*35668|failed|Failed|✅|Failed|✅|
|35669|passed|Passed|✅|Passed|✅|
|35670|passed|Passed|✅|Passed|✅|
|35671|failed|Failed|✅|Failed|✅|
|*35672|failed|Failed|✅|Failed|✅|
|*35673|failed|Failed|✅|Failed|✅|
|*35674|failed|Failed|✅|Failed|✅|
|*35675|failed|Failed|✅|Failed|✅|
|*35676|failed|Not applicable|🔴|Failed|✅|
|*35677|failed|Not applicable|🔴|Failed|✅|
|*35678|failed|Not applicable|🔴|Failed|✅|
|*35679|not applicable|Not applicable|✅|Not applicable|✅|
|35680|not applicable|Not applicable|✅|Not applicable|✅|
|35681|not applicable|Not applicable|✅|Not applicable|✅|
|35682|not applicable|Not applicable|✅|Not applicable|✅|
|35683|not applicable|Not applicable|✅|Not applicable|✅|
|35684|not applicable|Not applicable|✅|Not applicable|✅|
|35685|passed|Passed|✅|Passed|✅|
|*35686|not applicable|Not applicable|✅|Not applicable|✅|
|*35687|failed|Failed|✅|Failed|✅|
|*35688|failed|Failed|✅|Failed|✅|
|*35689|failed|Failed|✅|Failed|✅|
|*35690|failed|Failed|✅|Failed|✅|
|*35691|passed|Passed|✅|Passed|✅|
|*35692|passed|Passed|✅|Passed|✅|
|*35693|failed|Failed|✅|Failed|✅|
|*35694|failed|Failed|✅|Failed|✅|
|*35695|failed|Not applicable|🔴|Failed|✅|
|*35696|failed|Not applicable|🔴|Failed|✅|
|35697|passed|Passed|✅|Passed|✅|
|*35698|failed|Failed|✅|Failed|✅|
|*35699|passed|Passed|✅|Passed|✅|
|*35700|passed|Passed|✅|Passed|✅|
|*35701|passed|Passed|✅|Passed|✅|
|35702|passed|Passed|✅|Passed|✅|
|35703|failed|Failed|✅|Failed|✅|
|35704|passed|Passed|✅|Passed|✅|
|*35705|failed|Failed|✅|Failed|✅|
|*35706|not applicable|Not applicable|✅|Not applicable|✅|
|35707|passed|Passed|✅|Passed|✅|
|35708|failed|Failed|✅|Failed|✅|
|35709|failed|Failed|✅|Failed|✅|
|*35710|failed|Failed|✅|Failed|✅|
|35711|failed|Failed|✅|Failed|✅|
|35712|passed|Passed|✅|Passed|✅|
|*35713|passed|Passed|✅|Passed|✅|
|35714|failed|Failed|✅|Failed|✅|
|35715|failed|Failed|✅|Failed|✅|
|35716|passed|Passed|✅|Passed|✅|
|35717|passed|Passed|✅|Passed|✅|
|35718|passed|Passed|✅|Passed|✅|
|*35719|failed|Failed|✅|Failed|✅|
|*35720|failed|Not applicable|🔴|Failed|✅|
|*35721|failed|Failed|✅|Failed|✅|
|*35722|failed|Passed|🔴|Failed|✅|
|35723|failed|Failed|✅|Failed|✅|
|35724|failed|Failed|✅|Failed|✅|
|35725|not applicable|Not applicable|✅|Not applicable|✅|
|*35726|not applicable|Not applicable|✅|Not applicable|✅|
|35727|not applicable|Not applicable|✅|Not applicable|✅|
|35728|not applicable|Not applicable|✅|Not applicable|✅|
|35729|not applicable|Not applicable|✅|Not applicable|✅|
|35730|not applicable|Not applicable|✅|Not applicable|✅|
|*35731|not applicable|Not applicable|✅|Not applicable|✅|
|*35732|not applicable|Not applicable|✅|Not applicable|✅|
|*35733|not applicable|Not applicable|✅|Not applicable|✅|
|*35734|not applicable|Not applicable|✅|Not applicable|✅|
|*35735|not applicable|Not applicable|✅|Not applicable|✅|
|*35736|not applicable|Not applicable|✅|Not applicable|✅|
|*35737|not applicable|Not applicable|✅|Not applicable|✅|
|*35738|not applicable|Not applicable|✅|Not applicable|✅|
|*35739|not applicable|Not applicable|✅|Not applicable|✅|
|*35740|not applicable|Not applicable|✅|Not applicable|✅|
|*35741|not applicable|Not applicable|✅|Not applicable|✅|
|*35742|not applicable|Not applicable|✅|Not applicable|✅|
|*35743|not applicable|Not applicable|✅|Not applicable|✅|
|*35744|not applicable|Not applicable|✅|Not applicable|✅|
|*35745|not applicable|Not applicable|✅|Not applicable|✅|
|*35746|not applicable|Not applicable|✅|Not applicable|✅|
|*35747|not applicable|Not applicable|✅|Not applicable|✅|
|*35748|not applicable|Not applicable|✅|Not applicable|✅|
|*35749|not applicable|Not applicable|✅|Not applicable|✅|
|35750|not applicable|Not applicable|✅|Not applicable|✅|
|35751|not applicable|Not applicable|✅|Not applicable|✅|
|*35752|passed|Failed|🔴|Passed|✅|
|*35753|passed|Failed|🔴|Passed|✅|
|*35754|passed|Failed|🔴|Passed|✅|
|*35755|passed|Passed|✅|Passed|✅|
|35756|failed|Failed|✅|Failed|✅|
|35757|failed|Failed|✅|Failed|✅|
|35758|failed|Failed|✅|Failed|✅|
|35759|failed|Failed|✅|Failed|✅|
|*35760|not applicable|Not applicable|✅|Not applicable|✅|
|35761|passed|Passed|✅|Passed|✅|
|35762|passed|Passed|✅|Passed|✅|
|35763|passed|Passed|✅|Passed|✅|
|35764|passed|Passed|✅|Passed|✅|
|35765|failed|Passed|🔴|Passed|🔴|
|35766|failed|Passed|🔴|Passed|🔴|
|35767|failed|Passed|🔴|Passed|🔴|
|35768|failed|Failed|✅|Failed|✅|
|35769|passed|Passed|✅|Passed|✅|
|35770|failed|Failed|✅|Failed|✅|
|*35771|passed|Passed|✅|Passed|✅|
|*35772|passed|Passed|✅|Passed|✅|
|*35773|passed|Passed|✅|Passed|✅|
|*35774|passed|Passed|✅|Passed|✅|
|*35775|passed|Failed|🔴|Passed|✅|
|*35776|passed|Failed|🔴|Passed|✅|
|*35777|passed|Failed|🔴|Passed|✅|
|*35778|passed|Failed|🔴|Passed|✅|

Good fix | 14
Bad fix | 0
Non-fix bad | 3
Non-fix good | 177
