full_filename,owner_name,group_name,mode,type,prot_permissions,size_bytes,size_error
/var/ossec/bin/wazuh-manager-clusterd,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/bin/wazuh-manager-db,root,root,750,file,-rwxr-x---,,
/var/ossec/bin/wazuh-manager-execd,root,root,750,file,-rwxr-x---,,
/var/ossec/bin/wazuh-manager-modulesd,root,root,750,file,-rwxr-x---,,
/var/ossec/bin/wazuh-manager-monitord,root,root,750,file,-rwxr-x---,,
/var/ossec/bin/wazuh-manager-remoted,root,root,750,file,-rwxr-x---,,
/var/ossec/engine/store/schema/allowed-fields/0,wazuh,wazuh,640,file,-rw-r-----,,
/var/ossec/engine/store/schema/engine-schema/0,wazuh,wazuh,640,file,-rw-r-----,,
/var/ossec/engine/store/schema/wazuh-logpar-overrides/0,wazuh,wazuh,640,file,-rw-r-----,,
/var/ossec/engine/outputs/file-output-integrations.yml,wazuh,wazuh,640,file,-rw-r-----,,
/var/ossec/engine/outputs/indexer.yml,wazuh,wazuh,640,file,-rw-r-----,,
/var/ossec/etc/client.keys,wazuh,wazuh,640,file,-rw-r-----,,
/var/ossec/etc/internal_options.conf,root,wazuh,640,file,-rw-r-----,,
/var/ossec/etc/local_internal_options.conf,root,wazuh,640,file,-rw-r-----,,
/var/ossec/etc/localtime,root,wazuh,640,file,-rw-r-----,,
/var/ossec/etc/ossec.conf,root,wazuh,660,file,-rw-rw----,,
/var/ossec/etc/shared/agent-template.conf,wazuh,wazuh,660,file,-rw-rw----,,
/var/ossec/etc/shared/default/agent.conf,wazuh,wazuh,660,file,-rw-rw----,,
/var/ossec/etc/sslmanager.cert,root,root,640,file,-rw-r-----,,
/var/ossec/etc/sslmanager.key,root,root,640,file,-rw-r-----,,
/var/ossec/framework/scripts/__init__.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/scripts/agent_groups.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/scripts/agent_upgrade.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/scripts/cluster_control.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/scripts/rbac_control.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/scripts/wazuh_manager_clusterd.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/__init__.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/__main__.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/active_response.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/agent.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/cluster.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/core/cluster/__init__.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/core/cluster/client.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/core/cluster/cluster.json,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/core/cluster/cluster.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/core/cluster/common.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/core/cluster/control.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/core/cluster/dapi/__init__.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/core/cluster/dapi/dapi.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/core/cluster/hap_helper/__init__.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/core/cluster/hap_helper/hap_helper.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/core/cluster/hap_helper/proxy.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/core/cluster/hap_helper/wazuh.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/core/cluster/local_client.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/core/cluster/local_server.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/core/cluster/master.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/core/cluster/server.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/core/cluster/utils.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/core/cluster/worker.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/event.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/manager.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/mitre.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/rootcheck.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/security.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/stats.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/syscheck.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/framework/wazuh/task.py,root,wazuh,640,file,-rw-r-----,,
/var/ossec/lib/libbpf.so,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libfimebpf.so,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/modern.bpf.o,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libcontent_manager.so,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libdbsync.so,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libagent_sync_protocol.so,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libschema_validator.so,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libfimdb.so,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libgcc_s.so.1,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libindexer_connector.so,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libjemalloc.so.2,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libpython3.10.so.1.0,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/librocksdb.so.8,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/librouter.so,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libstdc++.so.6,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libsyscollector.so,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libsca.so,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libagent_info.so,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libagent_metadata.so,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libsysinfo.so,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libinventory_sync.so,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libvulnerability_scanner.so,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libwazuhext.so,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/lib/libwazuhshared.so,root,wazuh,750,file,-rwxr-x---,,
/var/ossec/logs/active-responses.log,wazuh,wazuh,660,file,-rw-rw----,,
/var/ossec/logs/ossec.log,wazuh,wazuh,660,file,-rw-rw----,,
/var/ossec/logs/ossec.json,wazuh,wazuh,660,file,-rw-rw----,,
/var/ossec/queue/agents-timestamp,root,wazuh,600,file,-rw-------,,
/var/ossec/tmp/vd_1.0.0_vd_4.13.0.tar.xz,wazuh,wazuh,640,file,-rw-r-----,,
/var/ossec/var/db/mitre.db,root,wazuh,660,file,-rw-rw----,,
/var/ossec/var/selinux/wazuh.pp,root,wazuh,640,file,-rw-r-----,,
/var/ossec/VERSION.json,wazuh,wazuh,440,file,-r--r-----,,
